competitors_name,country,judging,finals,total,place,competition_type,date,location,url,img_url,competition
Emile Walker,UK,3,,3,1,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Omar Suleiman,UK,6,,6,2,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Ireneusz Ptucha,Poland,9,,9,3,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Latinwo Dwayne,UK,12,,12,4,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Andrea Antonelli,Italy,15,,15,5,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Fahri Gunes,Turkey,18,,18,6,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Ondrej Kmostak,Czech Republic,21,,21,7,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Michael Kent,UK,24,,24,8,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Miroslav Juricek,Czech Republic,27,,27,9,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Mousa Alanazi,Saudi Arabia,30,,30,10,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Maksimilian Petrov,Bulgaria,33,,33,11,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Ramzi Boubaker,Germany,36,,36,12,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Leonardo Marchi,Italy,39,,39,13,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Serpescu Sebastian,Romania,42,,42,14,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Lucas Fonseca,Brazil,45,,45,15,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Simonpietro Arena,Italy,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Jodalyn Banan Babaran,Philippines,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Omer Bahamed,India,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Luca Biolo,Italy,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Dimitri Delavegas,France,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Guerrat Mancef,Ukraine,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Lenny Massouf,France,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Gabriel Ogunmakin,UK,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Giuseppe Riserbato,Italy,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Marco Valentino,Italy,48,,48,16,men’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Anastasia Korableva,Romania,3,,3,1,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Reshanna Boswell,USA,6,,6,2,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Alida Opre,Hungary,9,,9,3,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Uta Kohler-Spitzbart,Germany,12,,12,4,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Julia Foery,Switzerland,15,,15,5,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Denise Faith,Sweden,18,,18,6,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Marianna Gasparyan,USA,21,,21,7,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Hagit Seindlis,Israel,24,,24,8,women’s bodybuilding – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Ayra Bahar,Germany,3,,3,1,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Lena Ramsteiner,Germany,6,,6,2,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Adela Ondrejovicova,Slovakia,10,,10,3,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Karolina Wojcik,Poland,11,,11,4,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Hannah Prause,Germany,15,,15,5,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Stefana Sandu,Romania,18,,18,6,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Snezhana Vlahova,Bulgaria,21,,21,7,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Carina Brill,Germany,24,,24,8,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Anna Koka,Ukraine,27,,27,9,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Grace Diliso,Italy,30,,30,10,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Atsuko Mikami,Japan,33,,33,11,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Monica Marjanovic,Denmark,36,,36,12,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Anna Ladurner,Italy,41,,41,13,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Chiara Cecchi,Italy,42,,42,14,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Sylwia Olszewska,Poland,43,,43,15,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Sarah Krarup,Denmark,48,,48,16,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Manuela Matteucci,Italy,48,,48,16,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Luba Stef,Bulgaria,48,,48,16,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Mar Vilchez Rodriguez,Spain,48,,48,16,women’s figure – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Kerry Sexton,UK,3,,3,1,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Alina Mirzakhanova,Ukraine,6,,6,2,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Natalie Myslikova,Czech Republic,9,,9,3,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Kateryna Spievakova,Ukraine,12,,12,4,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Patrizia Vaccaro,Italy,15,,15,5,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Sara Punzetti,Italy,18,,18,6,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Noora Mahonen,Finland,22,,22,7,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Alice Marchisio,Italy,23,,23,8,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Giuditta Taccani,Italy,27,,27,9,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Nedelcu Maria,Romania,30,,30,10,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Chantal Hill,Spain,33,,33,11,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Claudia Clemente,Portugal,36,,36,12,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Luca Katai,Hungary,39,,39,13,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Ines Neves,Portugal,42,,42,14,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Cassie Hunter,UK,45,,45,15,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Morillas Lopez Alejandra,Spain,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Oliwia Dobrowolska,Poland,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Sara Fratella,Italy,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Julia Heinio,Finland,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Lilla Helstab,Hungary,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Irene Iravedra,Spain,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Steph Kalms,Australia,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Irina Magdieva,Italy,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Renata Nowak,Poland,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Fanni Orszag,Hungary,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Paola Palomino,Colombia,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Iulia Rusu,Romania,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Liliana Sakhanova,Sweden,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Henrieta Skupekova,Slovakia,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Kathleen Streiber,Germany,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Aneta Szoltysek,Poland,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Margherita Todeschini,Italy,48,,48,16,women’s bikini – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Caroline Alves Dos Santos,Brazil,3,,3,1,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Barbara Menage,France,6,,6,2,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Julia Glazycheva,Russia,9,,9,3,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Raluca Raducu,Romania,12,,12,4,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Gemma Lancaster,UK,15,,15,5,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Modesta Hemmingsen,Denmark,18,,18,6,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Sarah Mesic,Australia,22,,22,7,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Ivana Vuckovic,Bosnia And Herzegovina,23,,23,8,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Martyna Pietka,Poland,27,,27,9,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Marina Kassinopoullou,Cyprus,30,,30,10,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
Petra Struncova,Czech Republic,34,,34,11,women’s physique – open,2024-11-09,"Bucharest,Romania",https://www.ifbbpro.com/competition/2024-romania-muscle-fest-pro/,,2024-romania-muscle-fest-pro
